audit_id,sample_order,lexeme_id,lemma,pos,cefr_level,flelex_frequency,gloss_zh,automated_status,automated_reason,manual_decision,manual_note
lexicon-v1-2026-07-27,208,5579,fréquenté,ADJ,C2,0.0233,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,209,6512,improviste,ADV,C1,0.0592,,needs_review,missing_lexique_alignment,override_excluded,Normally lexicalized only in à l'improviste; bare ADV node is unstable.
lexicon-v1-2026-07-27,210,12346,subliminal,ADJ,C1,0.1951,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 adjective.
lexicon-v1-2026-07-27,211,4656,enfilade,NOM,C1,0.0592,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 noun with spatial/architectural value.
lexicon-v1-2026-07-27,212,12675,tapa,NOM,C2,0.0216,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,213,3942,dracher,VER,C1,0.0657,,needs_review,missing_lexique_alignment,override_excluded,Regional verb; exclude from default standard-French map.
lexicon-v1-2026-07-27,214,12368,succession,NOM,B2,0.8268,继承；连环,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,215,6826,inquiet,ADJ,A2,86.0433,不安；忐忑不安,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,216,13291,unification,NOM,B2,1.558,合一,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,217,7663,machin,NOM,B2,0.5982,东西,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,218,8012,menuisier,NOM,B2,1.4489,木匠；木工,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,219,6653,indiscipline,NOM,C2,0.0248,野性,needs_review,advanced_tail,override_eligible,Useful abstract noun; C2 assignment appears too high.
lexicon-v1-2026-07-27,220,3806,dissuader,VER,B2,1.5224,劝阻；告诫,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,221,8693,non-stop,ADJ,C2,0.0276,直达,needs_review,advanced_tail,override_auxiliary,Common modifier but low relationship priority.
lexicon-v1-2026-07-27,222,11296,royalement,ADV,C2,0.0342,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,223,1770,but,NOM,B1,66.6283,事由；入球,eligible,target_content_with_gloss,agree,CFDICT omits the dominant 目的/目标 sense.
lexicon-v1-2026-07-27,224,344,ailer,VER,C1,0.0652,,needs_review,low_frequency_missing_gloss,override_excluded,Rare specialist verb with low learner value.
lexicon-v1-2026-07-27,225,4633,encre,NOM,B2,3.6839,墨水；水墨,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,226,6971,intervalle,NOM,B2,0.6191,区间；间距,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,227,8349,moustique,NOM,B2,7.7963,蚊子,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,228,1386,bicyclette,NOM,A1,14.2621,倒挂；单车,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,229,6490,imposition,NOM,B2,2.2285,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,230,7001,intrus,NOM,C2,0.0401,不速之客,needs_review,advanced_tail,override_eligible,Common useful noun despite C2 assignment.
lexicon-v1-2026-07-27,231,1549,boss,NOM,C2,0.0242,老板；首领,needs_review,advanced_tail,override_auxiliary,Common loanword; retain as support rather than C2 core.
lexicon-v1-2026-07-27,232,7304,lady,NOM,C1,0.0802,,needs_review,low_frequency_missing_gloss,override_excluded,Unintegrated English title with low French lexical-network value.
lexicon-v1-2026-07-27,233,11980,single,ADJ,C1,0.0592,单曲,needs_review,missing_lexique_alignment,defer,POS mismatch: French usage is primarily a noun; inspect before remapping.
lexicon-v1-2026-07-27,234,12956,tournesol,NOM,C1,0.4293,向日葵；葵花,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,235,12439,supporter,NOM,B2,5.5689,力挺；受到,eligible,target_content_with_gloss,agree,NOM node has verb glosses; use supporter/fan noun sense.
lexicon-v1-2026-07-27,236,11719,satisfaction,NOM,B1,11.2028,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,237,10733,rationaliser,VER,C2,0.0342,合理化；理化,needs_review,advanced_tail,override_eligible,Common productive verb; C2 assignment appears too high.
lexicon-v1-2026-07-27,238,10287,prédisposer,VER,C1,0.1228,预设,eligible,target_content_with_gloss,agree,CFDICT 预设 is misleading; use 使易于/使有倾向.
lexicon-v1-2026-07-27,239,72,accent,NOM,A1,20.7267,口吻；口音,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,240,13347,va-comme-je-te-pousse,ADV,C1,0.0657,,needs_review,complex_expression,override_excluded,Complex rare expression; exclude from the v1 node universe.
lexicon-v1-2026-07-27,241,3719,digne,ADJ,B2,5.7233,严肃；体面,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,242,7596,luth,NOM,C1,0.2786,琉特琴,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,243,184,adjurer,VER,B2,0.7262,,needs_review,low_frequency_missing_gloss,override_eligible,Valid B2 literary verb with register value.
lexicon-v1-2026-07-27,244,8664,noble,NOM,B1,9.361,列侯；崇高,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,245,12029,soi,PRO,B1,58.9706,小我,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,246,13546,vigilant,ADJ,B2,1.0806,提防；机警,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,247,13421,veilleur,NOM,B2,1.0156,守护者；看守者,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,248,10110,profiler,VER,B2,0.6485,侧写,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,249,3262,courber,VER,B2,5.9438,弯腰,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,250,7828,manzanilla,NOM,C1,0.0558,,needs_review,low_frequency_missing_gloss,override_excluded,Specialist foreign food/drink term.
lexicon-v1-2026-07-27,251,10536,quand,KON,A1,1284.7831,什么时候；何时,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,252,885,assidûment,ADV,C2,0.1431,刻意,needs_review,advanced_tail,override_eligible,Useful adverb and clear derivational relation despite C2 assignment.
lexicon-v1-2026-07-27,253,3979,duel,ADJ,C2,0.0975,决斗；对抗赛,needs_review,advanced_tail,defer,ADJ use is specialized; verify contexts and POS.
lexicon-v1-2026-07-27,254,12219,splash,NOM,C1,0.0614,,needs_review,missing_lexique_alignment,override_excluded,Unintegrated English form in this POS/source alignment.
lexicon-v1-2026-07-27,255,8119,mini,ADJ,B2,0.6721,迷你；迷你车,needs_review,missing_lexique_alignment,override_auxiliary,"Common modifier, but treat as support rather than core relation target."
lexicon-v1-2026-07-27,256,7382,leader,NOM,B2,0.8841,头儿；头领,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,257,12735,tempo,NOM,B2,2.2206,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,258,8028,message,NOM,A1,52.2988,帖子；讯息,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,259,13369,vainqueur,NOM,B1,4.5079,胜利者；胜者,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,260,12032,soif,NOM,A2,19.4563,口渴,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,261,573,animal,NOM,A1,169.6866,动物；宠物,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,262,4029,débouché,NOM,B2,0.6777,出路；去路,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,263,8747,novateur,NOM,B2,1.4737,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,264,1644,boîte,NOM,A1,83.9411,,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,265,9140,panier,NOM,B1,7.1178,推车；篓子,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,266,12338,subit,ADJ,B2,1.5649,猝；骤,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,267,13626,vlan,INT,C1,0.0592,虚拟局域网,excluded,non_content_pos,agree,
lexicon-v1-2026-07-27,268,762,archétype,NOM,C2,0.035,典型；原型,needs_review,advanced_tail,override_eligible,Common abstract noun; C2 assignment appears too high.
lexicon-v1-2026-07-27,269,13215,turquoise,ADJ,C2,0.0233,土耳其玉；土耳其石,needs_review,advanced_tail,override_auxiliary,Common color adjective; retain as foundational support.
lexicon-v1-2026-07-27,270,8807,néologisme,NOM,C2,0.0363,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,271,3669,devis,NOM,B2,1.4426,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,272,7751,malheureusement,ADV,A2,32.6697,不堪回首；不巧,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,273,8116,minet,NOM,C1,0.0544,,needs_review,low_frequency_missing_gloss,override_eligible,Valid colloquial noun with register and semantic-shift value.
lexicon-v1-2026-07-27,274,12254,stabilité,NOM,B1,2.9503,稳定性,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,275,6635,indien,NOM,B2,3.5033,阿三,eligible,target_content_with_gloss,override_excluded,Demonym/proper-cultural node; CFDICT gloss 阿三 is derogatory and must never ship.
lexicon-v1-2026-07-27,276,6787,inimitié,NOM,C2,0.0401,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,277,10505,pétale,NOM,C1,0.2862,花瓣,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,278,13039,transir,VER,C1,0.0652,,needs_review,low_frequency_missing_gloss,override_eligible,Valid literary C1 verb with strong collocational value.
lexicon-v1-2026-07-27,279,1643,bozo,NOM,C2,0.0456,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,280,8392,murmurer,VER,B1,11.2193,低吟；咕哝,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,281,2787,comptoir,NOM,B2,4.2386,拦柜；柜台,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,282,8542,métro,NOM,A1,37.0444,地铁；城铁,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,283,8362,moyenner,VER,B2,1.5019,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,284,3788,dispos,ADJ,C1,0.0657,,needs_review,low_frequency_missing_gloss,override_excluded,Plural/colloquial surface form; should be an alias if retained.
lexicon-v1-2026-07-27,285,10571,quiconque,PRO,B2,0.684,任何人；凡是,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,286,6602,inconnu,ADJ,A2,24.3143,不得而知；不明,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,287,14058,épinard,NOM,B2,0.6355,菠菜,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,288,509,amusement,NOM,B2,0.665,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 noun.
lexicon-v1-2026-07-27,289,13788,ès,PRP,C1,0.0652,,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,290,2512,clivage,NOM,B2,0.725,,needs_review,low_frequency_missing_gloss,override_eligible,High-value B2 abstract noun with contrast relations.
lexicon-v1-2026-07-27,291,9323,passé,PRP,C2,0.0284,往事；来路,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,292,2209,chapeau,NOM,A2,55.0706,头条；帽子,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,293,1397,bienheureux,ADJ,C2,0.0433,畅快,needs_review,advanced_tail,override_eligible,Useful lexical/register relation to heureux despite C2 assignment.
lexicon-v1-2026-07-27,294,7609,lyonnais,ADJ,B1,2.4297,,eligible,target_content_high_frequency_missing_gloss,override_excluded,Geographic/demonym derivative.
lexicon-v1-2026-07-27,295,7602,luzerne,NOM,C1,0.0592,苜,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,296,144,acquéreur,NOM,B2,0.7202,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 business/legal noun.
lexicon-v1-2026-07-27,297,5529,fripier,NOM,C1,0.0614,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 occupation noun with transparent family relation.
lexicon-v1-2026-07-27,298,1803,bénéfique,ADJ,B2,3.5807,有助；有益,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,299,9462,personnage,NOM,A1,127.3501,主角；人士,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,300,12940,toucher,VER,A1,120.3598,击中；动手,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,301,4149,défaitisme,NOM,C2,0.0975,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,302,6667,individualisme,NOM,B2,3.2508,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,303,2805,concentrer,VER,B1,15.3373,倾注；浓缩,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,304,12408,sujet,NOM,A2,114.4604,东西；主体,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,305,2380,chèque,NOM,A1,21.0741,支票,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,306,1155,avoine,NOM,C2,0.0134,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,307,9308,passe-passe,NOM,C2,0.0975,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,308,1300,basaner,VER,C1,0.0652,,needs_review,low_frequency_missing_gloss,override_excluded,Rare specialist verb.
lexicon-v1-2026-07-27,309,6363,identité,NOM,A1,75.2358,映上映射；身份,auxiliary,foundational_content,agree,CFDICT 映上映射 is corrupt; keep 身份/同一性.
lexicon-v1-2026-07-27,310,12659,talon,NOM,B1,6.2828,尺度；脚跟,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,311,1380,bibliographique,ADJ,B2,0.7913,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 academic adjective.
lexicon-v1-2026-07-27,312,6160,hier,VER,B1,15.7078,昨儿；昨儿个,needs_review,missing_lexique_alignment,override_excluded,VER analysis is a tagging artifact; hier belongs to an auxiliary ADV node.
lexicon-v1-2026-07-27,313,7869,marine,NOM,B2,1.4815,水师；海军,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,314,14230,évêque,NOM,B1,6.2764,主教,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,315,5269,finalisé,ADJ,C1,0.0975,,needs_review,missing_lexique_alignment,override_eligible,Valid C1 adjective/participle; resolve alias policy later.
lexicon-v1-2026-07-27,316,3616,dentier,NOM,C2,0.0408,假牙；牙托,needs_review,advanced_tail,override_auxiliary,Common concrete noun; CEFR C2 appears too high.
lexicon-v1-2026-07-27,317,726,aptitude,NOM,B2,3.4691,性向；才干,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,318,13071,travelling,NOM,C1,0.0614,,needs_review,low_frequency_missing_gloss,override_eligible,Established cinema noun in French.
lexicon-v1-2026-07-27,319,7203,journalisme,NOM,B2,8.6427,新闻学,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,320,5508,frauduleux,ADJ,C1,0.0657,,needs_review,low_frequency_missing_gloss,override_eligible,Normal C1 adjective.
lexicon-v1-2026-07-27,321,2262,chaussée,NOM,B2,1.7884,车行道；铺面,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,322,9318,passionnel,ADJ,B2,1.4613,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,323,12879,toiture,NOM,C1,0.0698,,needs_review,low_frequency_missing_gloss,override_eligible,Common C1 noun.
lexicon-v1-2026-07-27,324,9631,pistolet,NOM,B2,4.6722,手枪,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,325,13,aboiement,NOM,B2,0.6647,汪,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,326,13388,vampire,NOM,B2,0.6531,吸血蝙蝠；吸血鬼,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,327,10004,presque,ADV,A1,239.904,几乎；将近,auxiliary,functional_adverb,agree,
lexicon-v1-2026-07-27,328,11970,simpliste,ADJ,B2,1.4498,素朴,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,329,960,attaquant,NOM,C1,0.0652,攻击者,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,330,2053,casse-tête,NOM,B2,0.9362,,needs_review,low_frequency_missing_gloss,override_eligible,High-value compound and semantic-shift item.
lexicon-v1-2026-07-27,331,976,attentiste,ADJ,C1,0.0975,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 adjective with register/political nuance.
lexicon-v1-2026-07-27,332,7996,mensuel,NOM,C2,0.0248,单月；月度,needs_review,advanced_tail,defer,NOM use is valid but secondary; inspect frequency contexts.
lexicon-v1-2026-07-27,333,2392,ci,ADV,C1,0.0975,,auxiliary,functional_adverb,agree,
lexicon-v1-2026-07-27,334,7424,licenciement,NOM,B2,0.6471,解雇,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,335,1470,blessure,NOM,A2,30.3794,伤口；创伤,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,336,7864,mariage,NOM,A1,182.4876,婚事；婚姻,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,337,10624,radio,ADJ,A2,7.256,电台,excluded,missing_lexique_alignment_outside_target,override_auxiliary,Common invariant modifier; Lexique POS mismatch should not delete it.
lexicon-v1-2026-07-27,338,2947,consensus,NOM,B2,2.5857,共识,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,339,12321,stupidité,NOM,C1,0.0657,傻劲儿；惊愕,eligible,target_content_with_gloss,agree,CFDICT 惊愕 is wrong; use 愚蠢/蠢事.
lexicon-v1-2026-07-27,340,11042,reptation,NOM,C1,0.1431,,needs_review,low_frequency_missing_gloss,override_excluded,Specialist technical noun with low learner value.
lexicon-v1-2026-07-27,341,8465,médias,NOM,A2,67.0193,传媒,excluded,missing_lexique_alignment_outside_target,override_auxiliary,Plural surface form; retain only as an alias/support for média.
lexicon-v1-2026-07-27,342,10612,raclette,NOM,C2,0.0233,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,343,8763,nuisance,NOM,B2,4.0556,劳什子,eligible,target_content_with_gloss,agree,CFDICT 劳什子 is wrong; use 妨害/危害.
lexicon-v1-2026-07-27,344,12704,tauzin,NOM,C1,0.0544,,needs_review,low_frequency_missing_gloss,override_excluded,Obscure species/proper tail item.
lexicon-v1-2026-07-27,345,6884,instruction,NOM,B2,6.8475,学识；教诲,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,346,6317,hé,INT,A2,11.5707,,excluded,non_content_pos,agree,
lexicon-v1-2026-07-27,347,1650,braise,NOM,C2,0.0401,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,348,238,affectionner,VER,B2,0.6644,爱,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,349,6456,impatience,NOM,B2,11.1784,不耐烦,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,350,5497,franque,ADJ,C1,0.0544,,needs_review,low_frequency_missing_gloss,override_excluded,Proper-historical/gendered inflection with low v1 value.
lexicon-v1-2026-07-27,351,13618,vitré,ADJ,C1,0.0514,,needs_review,low_frequency_missing_gloss,override_eligible,Normal C1 adjective.
lexicon-v1-2026-07-27,352,4580,empoisonné,ADJ,C2,0.0371,毒,excluded,missing_lexique_alignment_outside_target,defer,Common participial adjective but POS/lemma alignment is unresolved.
lexicon-v1-2026-07-27,353,3114,convenir,VER,B1,15.9398,适合,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,354,12301,strapontin,NOM,C1,0.0652,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 noun with literal/figurative contrast value.
lexicon-v1-2026-07-27,355,9254,parmi,PRP,A2,129.9396,中间；之一,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,356,10674,rameau,NOM,C1,0.1431,派系,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,357,7000,introverti,ADJ,C1,0.1431,内向；内敛,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,358,11047,repérer,VER,B2,4.3142,定位；定向,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,359,713,apprêter,VER,B2,2.3833,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,360,4208,délibérément,ADV,C1,0.0975,偏偏；成心,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,361,953,atrocité,NOM,C2,0.0218,暴行,needs_review,advanced_tail,override_eligible,Common abstract noun; C2 assignment appears too high.
lexicon-v1-2026-07-27,362,12668,tandis,KON,B1,44.0011,,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,363,11554,rétamer,VER,C1,0.1028,,needs_review,low_frequency_missing_gloss,override_eligible,Useful colloquial C1 verb and register relation.
lexicon-v1-2026-07-27,364,10185,propriétaire,ADJ,B1,11.6627,业主；主人,needs_review,missing_lexique_alignment,override_eligible,Valid adjective; Lexique alignment gap should not remove it.
lexicon-v1-2026-07-27,365,3459,cuivré,ADJ,C2,0.0233,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,366,9839,pompier,ADJ,B2,0.6449,,needs_review,low_frequency_missing_gloss,override_eligible,The adjective has a distinctive art-register sense worth mapping.
lexicon-v1-2026-07-27,367,7739,maladroit,ADJ,B2,1.5276,下不来；半生不熟,eligible,target_content_with_gloss,agree,CFDICT glosses are poor; use 笨拙/不圆通.
lexicon-v1-2026-07-27,368,9585,pigiste,NOM,C2,0.0342,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,369,6679,induire,VER,B2,1.4975,勾起；导出,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,370,5208,feuilletoniste,NOM,B2,0.6674,,needs_review,low_frequency_missing_gloss,defer,Valid but narrow occupation; await coverage-priority decision.
lexicon-v1-2026-07-27,371,10168,pronostiquer,VER,C1,0.0975,捉摸,eligible,target_content_with_gloss,agree,CFDICT 捉摸 is misleading; use 预测/预判.
lexicon-v1-2026-07-27,372,6189,hollandais,ADJ,C2,0.0218,荷兰人,needs_review,advanced_tail,override_excluded,Demonym/geographic node; outside default policy.
lexicon-v1-2026-07-27,373,9015,orienter,VER,B2,16.9785,导向；指导,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,374,8829,obscurcir,VER,C2,0.0342,,excluded,outside_target_cefr,defer,Useful verb but C2/outside-threshold evidence is weak; inspect relation potential.
lexicon-v1-2026-07-27,375,4268,démotivation,NOM,C2,0.0342,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,376,13161,trotter,VER,B2,1.498,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,377,431,allégorie,NOM,B2,2.1296,讽喻；风喻,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,378,2167,chaise,NOM,A2,55.7815,座椅；椅子,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,379,9767,poil,NOM,B1,9.4844,毛；毫,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,380,5843,gouverner,VER,B2,4.2015,当世；执政,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,381,1782,bâillement,NOM,B2,0.4602,呵欠；哈欠,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,382,6385,il,PRO,A1,17460.1527,丌；他,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,383,10683,rampe,NOM,B2,0.4907,扶手,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,384,5410,former,VER,A1,89.432,培训；建成,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,385,5954,grouper,VER,B2,1.5267,组,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,386,2149,certes,ADV,B1,31.8565,谌,auxiliary,functional_adverb,agree,
lexicon-v1-2026-07-27,387,6624,indemnisation,NOM,B2,0.6892,补偿费,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,388,13333,utile,ADJ,A2,45.9133,好用；有助,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,389,8186,modeste,ADJ,B1,23.0311,客气；虚心,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,390,136,achoppement,NOM,C1,0.0975,,needs_review,low_frequency_missing_gloss,override_eligible,"Valid C1 abstract noun, especially point d'achoppement."
lexicon-v1-2026-07-27,391,11030,repoussoir,NOM,C1,0.0975,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 noun with literal/figurative value.
lexicon-v1-2026-07-27,392,11884,serpentin,NOM,C1,0.2862,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 polysemous noun.
lexicon-v1-2026-07-27,393,12332,sténodactylographe,NOM,C1,0.0592,,needs_review,missing_lexique_alignment,override_excluded,Obsolete/narrow occupation.
lexicon-v1-2026-07-27,394,6367,idiot,NOM,B1,6.2178,傻子；傻瓜,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,395,2746,comploter,VER,C2,0.0401,图谋；暗算,needs_review,advanced_tail,override_eligible,Common useful verb; C2 assignment appears too high.
lexicon-v1-2026-07-27,396,11213,rocaille,NOM,C2,0.1431,假山,needs_review,advanced_tail,agree,
lexicon-v1-2026-07-27,397,3071,contrarier,VER,B2,0.4478,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 verb.
lexicon-v1-2026-07-27,398,3754,directeur,ADJ,B2,5.8308,主任；主导,eligible,target_content_with_gloss,agree,ADJ node has noun gloss; add directeur/directrice governing/directive sense.
lexicon-v1-2026-07-27,399,5792,glande,NOM,C2,0.1431,腺,needs_review,advanced_tail,override_auxiliary,Common anatomy noun but not a priority relation target.
lexicon-v1-2026-07-27,400,12011,sociable,ADJ,C1,0.0514,,needs_review,low_frequency_missing_gloss,override_eligible,Common C1 adjective and useful contrast with social.
lexicon-v1-2026-07-27,401,4782,envier,VER,B1,10.0946,吃味；嫉妒,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,402,5432,fosse,NOM,B2,5.0463,坑；坜,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,403,6376,idéaliste,ADJ,C2,0.0342,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,404,12743,tenace,ADJ,B2,3.0456,任性；坚毅,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,405,11546,résulter,VER,B2,11.33,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,406,9447,perplexité,NOM,C2,0.0408,不知所措,needs_review,advanced_tail,override_eligible,Useful abstract noun; C2 assignment appears too high.
lexicon-v1-2026-07-27,407,8835,observer,VER,A1,88.2666,一睹；看到,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,408,11348,réadaptation,NOM,B2,0.6122,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 derivational noun.
lexicon-v1-2026-07-27,409,6711,inexprimablement,ADV,C2,0.0433,,excluded,missing_lexique_alignment_outside_target,agree,
lexicon-v1-2026-07-27,410,1790,bé,INT,C2,0.0464,,excluded,non_content_pos,agree,
lexicon-v1-2026-07-27,411,6195,homo,ADJ,C2,0.02,G友,needs_review,advanced_tail,defer,Register-sensitive abbreviation; CFDICT G友 is unsuitable for publication.
lexicon-v1-2026-07-27,412,11745,sauvegarder,VER,C1,0.0652,保卫；保存,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,413,8966,or,KON,B2,15.8837,金子；金色,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,414,7510,loge,NOM,B2,6.7763,包厢,eligible,target_content_with_gloss,agree,
