id,lemma,normalized,pos,cefr_level,flelex_frequency,lexique_frequency,contextual_diversity,phonetic_ipa,morph_base,morph_structure,morph_decomposition,gloss_zh,decision_reason,eligibility_score,has_cfdict
3625,dernièrement,dernièrement,ADV,B1,1.9387,13.934,5.92621,dɛʁnjɛʁəmɑ̃,dernier,0-1-1,/dernière.ment,前一向；最近,target_content_with_gloss,0.86935,1
5880,gratitude,gratitude,NOM,B1,1.9387,7.123,2.90876,gʁatityd,grâce,0-1-1,/grâc(e)/t.itude,感恩；感谢,target_content_with_gloss,0.86935,1
3512,céder,céder,VER,B2,18.2837,18.918,2.88426,sede,céder,0-1-1,/{ced/(ss)}.er,俯就；妥协,target_content_with_gloss,0.869076,1
2439,cirer,cirer,VER,B1,1.9167,3.497,1.65187,siʁe,cirer,0-1-1,/cir(er).é,打蜡,target_content_with_gloss,0.869006,1
1568,bouclier,bouclier,NOM,B1,1.9161,16.285,2.18004,buklije,boucle,0-1-1,/boucl(e).ier,盾牌,target_content_with_gloss,0.868996,1
457,amant,amant,NOM,B2,18.2493,23.538,4.80557,amɑ̃,aimer,0-1-1,/a(i)m(er).ant,姘头；情人,target_content_with_gloss,0.868994,1
5746,gelée,gelée,NOM,B1,1.9143,4.617,2.40508,ʒəle,geler,0-1-1,/gel(er).ée,冻,target_content_with_gloss,0.868968,1
13659,volcan,volcan,NOM,B1,1.9101,5.418,1.1038,vɔlkɑ̃,volcan,0-1-0,/volcan,火山,target_content_with_gloss,0.868902,1
7802,manifester,manifester,VER,B2,18.1411,8.642,1.85854,manifɛste,manifester,0-1-1,/manifest(er).er,反映；彰显,target_content_with_gloss,0.868736,1
2681,commission,commission,NOM,B2,18.0983,18.491,4.73362,komisjɔ̃,mission,1-1-1,_com/miss(ion).ion,佣金；回扣,target_content_with_gloss,0.868633,1
570,angoisse,angoisse,NOM,B2,18.0888,7.551,2.88579,ɑ̃gwas,angoisse,0-1-1,/angoiss(e).er,提心吊胆,target_content_with_gloss,0.868611,1
6448,impact,impact,NOM,B2,18.0777,14.611,4.64329,ɛ̃pakt,impact,0-1-0,/impact,冲击；影响力,target_content_with_gloss,0.868584,1
4264,démontrer,démontrer,VER,B2,18.0774,7.687,1.25689,demɔ̃tʁe,montrer,1-1-1,_dé/montr(er).er,尽展；显示,target_content_with_gloss,0.868583,1
11938,signal,signal,NOM,B2,18.0654,50.025,12.02388,siɲal,signe,0-1-0,/signal,信号；信标,target_content_with_gloss,0.868554,1
9782,poire,poire,NOM,B1,1.8819,4.408,1.18187,pwaʁ,poire,0-1-1,/poir(e).e,梨；棃,target_content_with_gloss,0.868456,1
4052,décennie,décennie,NOM,B2,18.0037,6.579,1.6978,deseni,année,1-1-0,_déc(em)/(a)/enn(ée),年代,target_content_with_gloss,0.868406,1
1425,biologique,biologique,ADJ,B2,18.0018,12.326,3.19198,bjoloʒik,biologie,1-0-2,_bio.{log}.ique,生命；生物,target_content_with_gloss,0.868402,1
13930,électeur,électeur,NOM,B1,1.8752,4.94,1.36558,elɛktœʁ,lecteur,1-1-1,_é/lect(eur).eur,选民,target_content_with_gloss,0.86835,1
8227,monastère,monastère,NOM,B1,1.872,3.934,0.88794,monastɛʁ,moine,0-1-2,/mo(i)n(e).ast.ère,修道院；寺庙,target_content_with_gloss,0.868299,1
1728,brume,brume,NOM,B1,1.8703,3.753,1.08236,bʁym,brume,0-1-1,/brum(e).e,云雾；薄雾,target_content_with_gloss,0.868271,1
11417,réflexion,réflexion,NOM,B1,38.4448,8.06,2.8812,ʁeflɛksjɔ̃,,0-1-1,/§réflex(e)§.ion,体会；反光,target_content_with_gloss,0.868238,1
2827,conclusion,conclusion,NOM,B2,17.9328,16.054,4.06614,kɔ̃klyzjɔ̃,{clu(re)},0-1-1,/{clu(re)}.sion,定论；结尾,target_content_with_gloss,0.868235,1
5033,extrêmement,extrêmement,ADV,B2,17.902,18.81,7.60257,ɛkstʁɛməmɑ̃,extrême,0-1-1,/extrême.ment,万分；万般,target_content_with_gloss,0.86816,1
3905,donnée,donnée,NOM,B2,17.8975,39.94,11.49571,done,don,0-2-0,/don[n]/ée,数据；资料,target_content_with_gloss,0.86815,1
9722,plonger,plonger,VER,B2,17.8851,24.013,3.29761,plɔ̃ʒe,plomb,0-1-1,/plong(er).er,扑救；跳水,target_content_with_gloss,0.868119,1
7820,manteau,manteau,NOM,B1,38.3365,27.354,7.46326,mɑ̃to,,0-1-1,/mant(e).eau,外套；外衣,target_content_with_gloss,0.868112,1
12322,stupéfaction,stupéfaction,NOM,B1,1.8535,0.215,0.09645,stypefaksjɔ̃,stupeur,0-1-2,/stup(eur).éfac.tion,惊愕,target_content_with_gloss,0.868003,1
1855,caillou,caillou,NOM,B1,1.8463,7.772,1.35028,kaju,caillou,0-1-0,/caillou,碎石,target_content_with_gloss,0.867887,1
1020,audience,audience,NOM,B2,17.7431,21.38,5.38885,odjɑ̃s,audio,1-0-1,_audi(o).ience,受众；审问,target_content_with_gloss,0.867774,1
12396,suggérer,suggérer,VER,B2,17.6642,44.804,7.96846,sygʒeʁe,gérer,1-1-1,_su(b)/g/gér(er).er,介绍；写意,target_content_with_gloss,0.867581,1
4343,député,député,NOM,B2,17.6372,10.94,1.59829,depyte,{put},1-1-1,_dé/{put}.é,代表；众议员,target_content_with_gloss,0.867515,1
1140,aveugle,aveugle,ADJ,B1,1.8011,26.747,9.53919,avœgl,aveugle,0-1-0,/aveugle,盲人；盲目,target_content_with_gloss,0.867154,1
2678,commettre,commettre,VER,B2,17.4194,45.861,10.38579,komɛtʁ,mettre,1-1-1,_com/mett(re).re,委任,target_content_with_gloss,0.866976,1
11318,rupture,rupture,NOM,B2,17.375,15.104,5.26944,ʁyptyʁ,{rupt},0-1-1,/{rupt}.ure,中断；折断,target_content_with_gloss,0.866866,1
2131,centraliser,centraliser,VER,B1,1.7752,0.456,0.07195,sɑ̃tʁalize,centre,0-1-3,/centr(e).al.is.er,集中,target_content_with_gloss,0.866729,1
4273,déménagement,déménagement,NOM,B1,1.7746,3.921,1.47428,demenaʒəmɑ̃,ménage,1-1-1,_dé/ménag(e).ement,搬移,target_content_with_gloss,0.866719,1
7790,manger,manger,NOM,B1,1.7743,4.522,45.61696,mɑ̃ʒe,manger,0-1-1,/mang(er).er,吃食；吃饭,target_content_with_gloss,0.866714,1
13611,vitesse,vitesse,NOM,B1,37.0162,41.025,11.89835,vitɛs,,0-1-1,/vit(e).esse,快慢；排档,target_content_with_gloss,0.866549,1
9907,postal,postal,ADJ,B2,17.2081,7.608,1.55236,pɔstal,poste,0-1-1,/post(e).al,邮,target_content_with_gloss,0.866448,1
7159,jet,jet,NOM,B1,1.7547,13.494,3.44152,dʒɛt,jeter,0-1-0,/jet(er),喷出；喷射机,target_content_with_gloss,0.86639,1
14049,épicerie,épicerie,NOM,B1,1.7536,8.418,2.76791,episəʁi,épice,0-1-1,/épic(e).erie,杂货店,target_content_with_gloss,0.866371,1
13592,visible,visible,ADJ,B2,17.1538,7.693,2.31476,vizibl,viser,0-1-1,/vis(er).ible,在即；有形,target_content_with_gloss,0.866311,1
13477,verser,verser,VER,B2,17.1358,21.899,2.55205,vɛʁse,vers,0-1-1,/vers.er,下注；倒入,target_content_with_gloss,0.866266,1
2790,compétence,compétence,NOM,B2,17.0666,13.165,4.16565,kɔ̃petɑ̃s,{pét},1-1-1,_com/{pét}.ence,一手；两把刷子,target_content_with_gloss,0.866091,1
8001,menteur,menteur,NOM,B1,1.7258,37.547,9.74587,mɑ̃tœʁ,mentir,0-1-1,/ment(ir).eur,爱说谎；说谎,target_content_with_gloss,0.865907,1
9015,orienter,orienter,VER,B2,16.9785,3.421,0.62921,oʁjɑ̃te,orient,0-1-1,/orient.er,导向；指导,target_content_with_gloss,0.865867,1
13802,écarter,écarter,VER,B2,16.9645,23.725,2.68371,ekaʁte,quart,1-1-1,_é/c/(qu)art.er,偏离；掀开,target_content_with_gloss,0.865832,1
7599,luxe,luxe,NOM,B2,16.8211,12.858,5.26944,lyks,luxe,0-1-0,/luxe,奢丽,target_content_with_gloss,0.865465,1
10726,rat,rat,NOM,B2,16.7443,36.962,5.59094,ʁa,rat,0-1-0,/rat,老鼠；耗子,target_content_with_gloss,0.865267,1
5377,fondateur,fondateur,NOM,B2,16.635,5.313,1.25689,fɔ̃datœʁ,fond,0-1-1,/fond.ateur,创始人,target_content_with_gloss,0.864984,1
12559,synthétique,synthétique,ADJ,B1,1.66,3.114,0.75628,sɛ̃tetik,thèse,0-1-1,/thè(se)/t.ique,合成,target_content_with_gloss,0.864788,1
2721,compassion,compassion,NOM,B1,1.658,10.241,3.99112,kɔ̃pasjɔ̃,pâtir,1-1-1,_com/pâ(tir).sion,同情；恻隐之心,target_content_with_gloss,0.864754,1
13886,édifier,édifier,VER,B1,1.6556,0.497,0.19443,edifje,{edi},0-1-2,/{edi}.fi.er,建造（宏伟建筑）；教化,target_content_with_gloss,0.864712,1
7814,manque,manque,NOM,B1,35.4447,25.228,36.3166,mɑ̃k,,0-1-1,/manqu(er).e,歉；缺,target_content_with_gloss,0.864616,1
13533,vieillissement,vieillissement,NOM,B2,16.4764,1.041,0.39804,vjejisəmɑ̃,vieux,0-1-2,/vieil[l].iss.ement,变老；时效,target_content_with_gloss,0.864571,1
4917,exclure,exclure,VER,B2,16.4684,12.816,2.1188,ɛksklyʁ,{clu(re)},1-1-1,_ex/{clu(re)}.re,去掉；封杀,target_content_with_gloss,0.86455,1
11764,scandale,scandale,NOM,B2,16.4508,14.823,4.78873,skɑ̃dal,scandale,0-1-1,/scandal(e).e,丑闻；弊案,target_content_with_gloss,0.864503,1
8233,mondialisation,mondialisation,NOM,B2,16.2309,0.313,0.10716,mɔ̃djalizasjɔ̃,monde,0-1-2,/mond(e).ialis.ation,全球化,target_content_with_gloss,0.863923,1
11375,réchauffement,réchauffement,NOM,B2,16.0994,2.943,0.83742,ʁeʃofmɑ̃,chaud,1-1-1,_re/chau(d)/f.ement,升温,target_content_with_gloss,0.863572,1
7065,inégalité,inégalité,NOM,B2,16.0474,0.525,0.12247,inegalite,égal,1-1-1,_in/égal.ité,不平等；不等,target_content_with_gloss,0.863433,1
8382,multiplier,multiplier,VER,B1,34.4875,5.269,0.43938,myltiplije,,1-0-2,_multi.pli(er).er,翻番,target_content_with_gloss,0.863398,1
10143,prolonger,prolonger,VER,B2,16.0256,5.247,1.05021,pʁolɔ̃ʒe,long,1-1-1,_pro/long.er,延长,target_content_with_gloss,0.863374,1
4661,enfoncer,enfoncer,VER,B2,16.0019,19.487,2.624,ɑ̃fɔ̃se,fond,1-1-1,_en/fon(d)/c.er,压住；按下,target_content_with_gloss,0.86331,1
13885,édifice,édifice,NOM,B2,15.9999,1.915,0.57716,edifis,{edi},0-1-1,/{edi}.fice,大厦，宏伟建筑,target_content_with_gloss,0.863305,1
8046,meurtre,meurtre,NOM,B2,15.9822,161.608,22.92254,mœʁtʁ,meurtre,0-1-1,/meurtr(e).e,凶杀,target_content_with_gloss,0.863257,1
5698,garantir,garantir,VER,B2,15.9235,22.12,4.03858,gaʁɑ̃tiʁ,garantir,0-1-1,/garant(ir).ir,保证；保障,target_content_with_gloss,0.863099,1
4963,expert,expert,NOM,B2,15.9141,24.313,7.4801,ɛkspɛʁ,expert,0-1-0,/expert,一把好手；专业人才,target_content_with_gloss,0.863073,1
12062,solliciter,solliciter,VER,B2,15.8494,3.854,0.46081,solisite,solliciter,0-1-1,/sollicit(er).er,征求；请求,target_content_with_gloss,0.862898,1
3748,dire,dire,NOM,B2,15.781,60.37,96.85701,diʁ,dire,0-1-0,/dire,一说；叙说,target_content_with_gloss,0.862712,1
1012,aube,aube,NOM,B2,15.746,19.041,6.88916,ob,aube,0-1-0,/aube,凌晨；天亮,target_content_with_gloss,0.862616,1
12509,susceptible,susceptible,ADJ,B2,15.6938,5.047,1.60441,sysɛptibl,{cept},1-1-1,_su(b)/s/{cept}.ible,多愁善感；敏感,target_content_with_gloss,0.862473,1
4575,employeur,employeur,NOM,B2,15.4984,6.028,1.76209,ɑ̃plwajœʁ,ployer,1-1-1,_em/plo(yer).eur,雇主,target_content_with_gloss,0.861934,1
869,assassiner,assassiner,VER,B2,15.4241,39.003,7.39437,asasine,assassin,0-1-1,/assassin.er,刺杀；干掉,target_content_with_gloss,0.861727,1
4562,empereur,empereur,NOM,B2,15.3464,22.43,2.36069,ɑ̃pəʁœʁ,empereur,0-1-0,/empereur,大圣；天子,target_content_with_gloss,0.86151,1
223,adversaire,adversaire,NOM,B2,15.207,14.263,3.6237,advɛʁsɛʁ,vers,1-1-1,_ad/vers.aire,仇人；仇家,target_content_with_gloss,0.861118,1
2807,concept,concept,NOM,B2,15.2012,10.608,3.54868,kɔ̃sɛpt,concept,0-1-0,/concept,概念；理念,target_content_with_gloss,0.861102,1
6006,génie,génie,NOM,B2,15.1904,40.826,12.4602,ʒeni,genie,0-1-1,/géni(e).e,天才；奇才,target_content_with_gloss,0.861071,1
8094,milliard,milliard,NOM,B1,32.6271,22.734,4.406,miljaʁ,,1-0-1,_milli.ard,十亿,target_content_with_gloss,0.860933,1
1263,baptiser,baptiser,VER,B2,15.1388,6.943,0.93539,batize,baptême,0-1-2,/bapt(ême).is.er,命名；起名,target_content_with_gloss,0.860925,1
3833,distribution,distribution,NOM,B2,15.1253,5.633,2.19841,distʁibysjɔ̃,tribut,1-1-1,_dis/tribut.ion,分发；分布,target_content_with_gloss,0.860887,1
12269,star,star,NOM,B1,32.4459,52.592,11.04868,staʁ,,0-1-0,/§star§,大腕；明星,target_content_with_gloss,0.860685,1
4583,empreinte,empreinte,NOM,B2,14.8855,26.12,9.64789,ɑ̃pʁɛ̃t,empreindre,0-1-1,/emprein(dre)/t.te,印记；烙印,target_content_with_gloss,0.860201,1
11908,sexe,sexe,NOM,B1,32.0467,63.222,15.69963,sɛks,,0-1-0,/sex(e),性事；性别,target_content_with_gloss,0.860136,1
4836,essai,essai,NOM,B2,14.8612,29.066,6.71464,esɛ,essai,0-1-0,/essai,小品；尝试,target_content_with_gloss,0.860131,1
7258,justifier,justifier,VER,B2,14.7703,17.149,3.23484,ʒystifje,juste,0-1-2,/just(e).ifi.er,辩解,target_content_with_gloss,0.859868,1
469,ambition,ambition,NOM,B2,14.7379,10.399,3.00061,ɑ̃bisjɔ̃,ambition,0-1-0,/ambition,上进心；志气,target_content_with_gloss,0.859774,1
11038,représentant,représentant,NOM,B2,14.7256,12.547,3.67422,ʁəpʁezɑ̃tɑ̃,présent,1-1-1,_re/présent.ant,中介；代理,target_content_with_gloss,0.859738,1
2257,chauffeur,chauffeur,NOM,B2,14.7181,30.073,8.17055,ʃofœʁ,chaleur,0-1-1,/chauffer.eur,司机；驾驶员,target_content_with_gloss,0.859716,1
424,allure,allure,NOM,B2,14.6651,8.367,3.37263,alyʁ,aller,0-1-1,/all(er).ure,体态；意态,target_content_with_gloss,0.859561,1
7360,latin,latin,NOM,B2,14.63,4.823,2.32394,latɛ̃,latin,0-1-0,/latin,拉丁,target_content_with_gloss,0.859459,1
13674,volume,volume,NOM,B2,14.5462,7.348,2.58573,volym,volume,0-1-0,/volum(e),体积；分册,target_content_with_gloss,0.859213,1
835,artisan,artisan,NOM,B2,14.5111,2.101,0.51745,aʁtizɑ̃,art,0-1-1,/art.isan,工匠；艺人,target_content_with_gloss,0.859109,1
7909,masculin,masculin,ADJ,B2,14.4436,8.601,1.89835,maskylɛ̃,masculin,0-1-0,/masculin,阳性,target_content_with_gloss,0.858909,1
3790,dispositif,dispositif,NOM,B2,14.4276,8.848,2.47857,dispozitif,disposer,0-1-1,/dispos(er).itif,器件；机关,target_content_with_gloss,0.858862,1
11944,signature,signature,NOM,B2,14.3014,21.696,6.55848,siɲatyʁ,signe,0-1-2,/sign(e).at.ure,签名；签章,target_content_with_gloss,0.858486,1
9245,parlement,parlement,NOM,B2,14.2807,4.528,1.20943,paʁləmɑ̃,parler,0-1-1,/parl(er).ement,国会；议会,target_content_with_gloss,0.858424,1
8448,mécanisme,mécanisme,NOM,B2,14.2569,5.44,1.83711,mekanizm,mécanique,0-1-1,/mécani(que)/c.isme,机制；机构,target_content_with_gloss,0.858353,1
8784,néanmoins,néanmoins,ADV,B2,14.1349,5.066,2.96234,neɑ̃mwɛ̃,néant,0-2-0,/néan(t)/moins,不过；却是,target_content_with_gloss,0.857985,1
7498,local,local,NOM,B2,14.1294,7.93,4.96785,lokal,local,0-1-0,/local,乡土；原地,target_content_with_gloss,0.857968,1
9766,poignée,poignée,NOM,B2,14.1063,14.658,4.94182,pwaɲe,poing,0-1-1,/poign(e).ée,手把；把手,target_content_with_gloss,0.857899,1
11034,reprocher,reprocher,VER,B2,14.1051,15.348,2.70055,ʁəpʁoʃe,proche,1-1-1,_re/proch(e).er,嗔怨；抢白,target_content_with_gloss,0.857895,1
2597,colle,colle,NOM,B2,14.0923,7.263,8.40018,kɔl,colle,0-1-0,/colle,胶水；胶粘剂,target_content_with_gloss,0.857856,1
2528,clou,clou,NOM,B2,14.0167,10.785,2.23974,klu,clou,0-1-0,/clou,钉子,target_content_with_gloss,0.857626,1
11209,robot,robot,NOM,B1,30.2584,23.459,3.36957,ʁobo,,0-1-0,/§robot§,机器人,target_content_with_gloss,0.857589,1
6349,hôte,hôte,NOM,B2,13.9139,19.778,3.13227,ot,hôtel,0-1-1,/hôt(el).e,东道主；主人,target_content_with_gloss,0.857312,1
6444,immédiat,immédiat,ADJ,B2,13.9017,9.601,2.33925,imedja,immédiat,0-1-0,/immédiat,直接,target_content_with_gloss,0.857274,1
9267,partenaire,partenaire,NOM,B1,29.9532,57.316,12.08512,paʁtənɛʁ,,0-1-0,/§partenaire§,伙伴；伴侣,target_content_with_gloss,0.85714,1
911,assumer,assumer,VER,B2,13.789,15.136,3.00827,asyme,{sumer},1-1-1,_a(d)/s/{sum(er)}.er,当上；承当,target_content_with_gloss,0.856927,1
4856,esthétique,esthétique,ADJ,B2,13.7786,3.114,1.38702,ɛstetik,esthète,0-1-1,/esthèt(e).ique,唯美；审美,target_content_with_gloss,0.856894,1
2075,catastrophe,catastrophe,NOM,B1,29.7645,11.775,4.00643,katastʁɔf,,2-0-1,_1_cata.strophe,急难；浩劫,target_content_with_gloss,0.85686,1
13003,trait,trait,NOM,B2,13.7381,8.547,2.25352,tʁɛ,trait,0-1-0,/trait,笔画；线条,target_content_with_gloss,0.856769,1
3932,douloureux,douloureux,ADJ,B2,13.629,16.946,5.35671,duluʁø,douleur,0-1-1,/doul(e)/our.eux,惨痛；苦涩,target_content_with_gloss,0.856429,1
6767,inférieur,inférieur,ADJ,B2,13.6147,8.611,1.49112,ɛ̃feʁjœʁ,inférieur,0-1-1,/inféri(eur).eur,三流；下三滥,target_content_with_gloss,0.856384,1
12514,suspendre,suspendre,VER,B2,13.5978,15.75,2.65922,syspɑ̃dʁ,pendre,1-1-1,_s(o)us/pend(re).re,中断；中止,target_content_with_gloss,0.856331,1
2312,chimie,chimie,NOM,B2,13.5885,6.807,2.32088,ʃimi,chimie,0-1-0,/chimi(e),化学,target_content_with_gloss,0.856302,1
673,appartenance,appartenance,NOM,B2,13.5128,0.861,0.36742,apaʁtənɑ̃s,part,1-2-1,_a(d)/p/part/ten(ir).ance,籍,target_content_with_gloss,0.856064,1
12440,supporter,supporter,VER,B1,29.1708,68.259,13.43846,sypoʁte,,0-1-0,/§supporter§,力挺；受到,target_content_with_gloss,0.855968,1
3931,douleur,douleur,NOM,B2,13.4478,66.028,17.02388,dulœʁ,douleur,0-1-0,/douleur,伤痛；劳什子,target_content_with_gloss,0.855858,1
11886,serre,serre,NOM,B2,13.3504,3.699,5.06889,sɛʁ,serrer,0-1-1,/serr(er).e,温室,target_content_with_gloss,0.855548,1
1673,bref,bref,ADJ,B2,13.3454,13.636,15.8466,bʁɛf,bref,0-1-0,/bref,总而言之；短暂,target_content_with_gloss,0.855532,1
10895,relatif,relatif,ADJ,B2,13.3264,3.342,0.56797,ʁəlatif,{lat},1-1-1,_re/{lat}.if,相对,target_content_with_gloss,0.855472,1
13069,travailleur,travailleur,NOM,B2,13.319,9.234,2.203,tʁavajœʁ,travail,0-1-1,/travail[l].eur,劳动者；劳工,target_content_with_gloss,0.855448,1
11544,résoudre,résoudre,VER,B2,13.3144,50.256,10.49143,ʁezudʁ,solution,1-1-0,_ré/so(udre)/l,下决心；了却,target_content_with_gloss,0.855433,1
12811,thèse,thèse,NOM,B2,13.3016,4.88,1.51562,tɛz,thèse,0-1-1,/thès(e).e,论文；论文集,target_content_with_gloss,0.855392,1
6829,inquiétude,inquiétude,NOM,B2,13.2452,13.937,4.81017,ɛ̃kjetyd,quiet,1-1-1,_in/quiet.ude,堪虞；忧心,target_content_with_gloss,0.855212,1
4171,définitivement,définitivement,ADV,B2,13.1313,15.304,6.23699,definitivəmɑ̃,fin,1-1-2,_dé/fin.itive.ment,定然,target_content_with_gloss,0.854844,1
9368,pavillon,pavillon,NOM,B2,13.1265,4.396,1.36252,pavijɔ̃,pavillon,0-1-0,/pavillon,亭台；亭子,target_content_with_gloss,0.854829,1
2905,conférence,conférence,NOM,B2,13.1055,27.81,7.54133,kɔ̃feʁɑ̃s,{fér},1-1-1,_con/{fér}.ence,会议；座谈会,target_content_with_gloss,0.85476,1
10261,précaution,précaution,NOM,B2,13.0958,9.453,2.1586,pʁekosjɔ̃,caution,1-1-0,_pré/caution,警示；预防措施,target_content_with_gloss,0.854729,1
4788,environnemental,environnemental,ADJ,B2,13.0775,2.136,0.29853,ɑ̃viʁɔnəmɑ̃tal,virer,1-1-2,_en/vir(er).onnement.al,环保型,target_content_with_gloss,0.854669,1
7020,intérieur,intérieur,ADJ,B2,13.0316,13.81,34.54532,ɛ̃teʁjœʁ,intérieur,0-1-0,/intérieur,内部；内陆,target_content_with_gloss,0.85452,1
10271,précision,précision,NOM,B2,13.0313,6.456,2.28873,pʁesizjɔ̃,précis,0-1-1,/précis.ion,简明；精准,target_content_with_gloss,0.854519,1
10514,pétrole,pétrole,NOM,B2,12.9783,14.016,2.85824,petʁɔl,{pétr},0-1-1,/{pétr}.ole,石油,target_content_with_gloss,0.854346,1
6267,humanité,humanité,NOM,B2,12.9581,22.918,7.33925,ymanite,homme,0-1-1,/huma(i)n.ité,人性；人类,target_content_with_gloss,0.85428,1
6224,horizon,horizon,NOM,B2,12.9063,7.712,2.19994,oʁizɔ̃,horizon,0-1-0,/horizon,地平线；天涯,target_content_with_gloss,0.854109,1
7118,issue,issue,NOM,B2,12.9037,13.899,5.43784,isy,issu,0-1-1,/iss(u).ue,下文；出路,target_content_with_gloss,0.854101,1
13653,volaille,volaille,NOM,B2,12.8658,1.715,0.54042,volaj,vol,0-1-1,/vol.aille,家禽；禽类,target_content_with_gloss,0.853976,1
1172,aérien,aérien,ADJ,B2,12.8463,15.861,2.14023,aeʁjɛ̃,air,0-1-1,/aér(er).ien,空中；高架,target_content_with_gloss,0.853911,1
12755,tension,tension,NOM,B2,12.7681,23.142,6.5447,tɑ̃sjɔ̃,tendre,0-1-1,/ten(dre)/s.ion,张力,target_content_with_gloss,0.853652,1
7620,lâcher,lâcher,VER,B2,12.7673,152.028,24.69688,laʃe,lâcher,0-1-1,/lâch(er).er,放开；松开,target_content_with_gloss,0.853649,1
478,amende,amende,NOM,B2,12.6784,9.576,2.87508,amɑ̃d,amende,0-1-0,/amende,罚款；罚金,target_content_with_gloss,0.853353,1
13956,éliminer,éliminer,VER,B2,12.6345,37.12,6.52327,elimine,{limin},0-1-1,/{limin}.er,出局；删除,target_content_with_gloss,0.853206,1
13020,trancher,trancher,VER,B2,12.6299,11.12,2.18004,tʁɑ̃ʃe,trancher,0-1-1,/tranch(er).er,劈开；解决,target_content_with_gloss,0.85319,1
3686,diamant,diamant,NOM,B2,12.6053,25.434,3.05879,djamɑ̃,diamant,0-1-0,/diam(ant),金刚石；钻石,target_content_with_gloss,0.853108,1
13832,éclat,éclat,NOM,B2,12.5803,10.209,2.34231,ekla,éclat,0-1-0,/éclat,光彩；光泽,target_content_with_gloss,0.853023,1
8715,nostalgie,nostalgie,NOM,B2,12.5322,2.38,0.98285,nɔstalʒi,nostalgie,0-1-1,/nost(algie).algie,乡情；怀旧,target_content_with_gloss,0.852861,1
9097,paiement,paiement,NOM,B2,12.4177,9.804,2.9455,pɛmɑ̃,payer,0-1-1,/pa(yer)/i.ement,交费；付清,target_content_with_gloss,0.852472,1
2795,comte,comte,NOM,B2,12.3999,18.513,1.95346,kɔ̃t,comte,0-1-0,/comte,伯爵,target_content_with_gloss,0.852411,1
135,achever,achever,VER,B2,12.3365,15.589,2.18616,aʃəve,chef,1-1-1,_a(d)/che(f)/v.er,完成；完毕,target_content_with_gloss,0.852194,1
8789,nécessiter,nécessiter,VER,B2,12.2998,6.294,1.87232,nesesite,nécessaire,0-1-2,/nécess(aire).it.er,需要,target_content_with_gloss,0.852068,1
8125,minimum,minimum,NOM,B1,26.6967,7.272,4.82241,minimɔm,,0-1-0,/§minimum§,最低点；起码,target_content_with_gloss,0.852051,1
9943,poule,poule,NOM,B2,12.2286,5.544,6.49724,pul,poule,0-1-0,/poul(e),母鸡,target_content_with_gloss,0.851822,1
7504,location,location,NOM,B2,12.2231,8.237,2.96846,lokasjɔ̃,location,0-1-1,/loc(ation).ation,出租；租金,target_content_with_gloss,0.851803,1
11572,réussite,réussite,NOM,B1,26.541,10.877,4.19014,ʁeysit,,0-1-1,/§réuss(ir)§.ite,功烈；成果,target_content_with_gloss,0.851793,1
12255,stable,stable,ADJ,B2,12.1669,15.696,5.12094,stabl,{stat},0-1-1,/{st(at)}.able,安定；安稳,target_content_with_gloss,0.851608,1
8752,noyer,noyer,VER,B2,12.0895,25.199,3.76914,nwaje,noyer,0-1-1,/noy(er).er,沉浸；淹没,target_content_with_gloss,0.851338,1
13420,veiller,veiller,VER,B2,12.0439,32.108,8.2823,veje,veille,0-1-1,/veill(e).er,彻夜；待命,target_content_with_gloss,0.851178,1
2898,confronter,confronter,VER,B2,12.043,9.329,1.35487,kɔ̃fʁɔ̃te,front,1-1-1,_con/front.er,对敌；对照,target_content_with_gloss,0.851175,1
9471,perspective,perspective,NOM,B2,12.041,7.519,2.46326,pɛʁspɛktiv,spectateur,1-1-1,_per/spect(ateur).ive,前景；前瞻,target_content_with_gloss,0.851168,1
3590,demeure,demeure,NOM,B2,12.0057,7.744,4.11053,dəmœʁ,demeure,0-1-1,/demeur(er).e,住所（文学/正式）,target_content_with_gloss,0.851044,1
1912,cancer,cancer,NOM,B2,11.9903,34.487,8.04501,kɑ̃sɛʁ,cancer,0-1-0,/cancer,巨蟹；巨蟹座,target_content_with_gloss,0.85099,1
3856,divorce,divorce,NOM,B2,11.9596,28.804,8.28996,divɔʁs,divorce,0-1-1,/divorc(e).e,离婚；离异,target_content_with_gloss,0.850882,1
13314,urgent,urgent,ADJ,B2,11.9378,24.247,7.69749,yʁʒɑ̃,urgent,0-1-1,/urg(ent).ent,加急；急迫,target_content_with_gloss,0.850804,1
10080,procès,procès,NOM,B2,11.907,61.731,12.38671,pʁosɛ,{ces},1-1-1,_pro/{ces}.s,官司；案子,target_content_with_gloss,0.850695,1
11036,reproduction,reproduction,NOM,B2,11.8869,3.171,1.11451,ʁəpʁodyksjɔ̃,{duire},2-1-1,_re_pro/{duct}.ion,生殖；繁殖,target_content_with_gloss,0.850624,1
9222,parer,parer,VER,B2,11.8559,25.541,6.03337,paʁe,parer,0-1-0,/par(er),修饰,target_content_with_gloss,0.850514,1
12290,stimuler,stimuler,VER,B2,11.8305,4.804,1.00888,stimyle,stimuler,0-1-1,/stimul(er).er,刺激；打气,target_content_with_gloss,0.850423,1
